Date,portfolio_value,daily_returns,portfolio_value_after_tc_5bps,portfolio_value_after_tc_10bps,portfolio_value_after_tc_20bps,portfolio_value_after_tc_50bps
2023-02-24,1.0,0.0,1.0,1.0,1.0,1.0
2023-02-27,1.0,0.0,1.0,1.0,1.0,1.0
2023-02-28,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-01,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-02,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-03,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-06,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-08,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-09,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-10,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-13,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-14,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-15,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-16,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-17,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-20,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-21,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-22,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-23,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-24,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-27,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-28,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-29,1.0,0.0,1.0,1.0,1.0,1.0
2023-03-31,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-03,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-05,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-06,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-10,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-11,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-12,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-13,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-17,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-18,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-19,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-20,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-21,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-24,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-25,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-26,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-27,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-28,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-02,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-03,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-04,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-05,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-08,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-09,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-10,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-11,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-12,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-15,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-16,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-17,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-18,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-19,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-22,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-23,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-24,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-25,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-26,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-29,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-30,1.0,0.0,1.0,1.0,1.0,1.0
2023-05-31,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-01,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-02,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-05,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-06,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-07,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-08,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-09,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-12,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-13,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-14,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-15,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-16,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-19,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-20,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-21,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-22,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-23,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-26,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-27,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-28,1.0,0.0,1.0,1.0,1.0,1.0
2023-06-30,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-03,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-04,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-05,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-06,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-07,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-10,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-11,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-12,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-13,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-14,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-17,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-18,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-19,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-20,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-21,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-24,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-25,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-26,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-27,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-28,1.0,0.0,1.0,1.0,1.0,1.0
2023-07-31,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-01,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-02,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-03,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-04,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-07,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-08,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-09,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-10,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-11,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-14,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-16,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-17,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-18,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-21,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-22,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-23,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-24,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-25,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-28,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-29,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-30,1.0,0.0,1.0,1.0,1.0,1.0
2023-08-31,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-01,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-04,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-05,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-06,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-07,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-08,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-11,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-12,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-13,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-14,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-15,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-18,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-20,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-21,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-22,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-25,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-26,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-27,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-28,1.0,0.0,1.0,1.0,1.0,1.0
2023-09-29,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-03,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-04,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-05,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-06,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-09,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-10,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-11,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-12,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-13,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-16,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-17,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-18,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-19,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-20,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-23,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-25,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-26,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-27,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-30,1.0,0.0,1.0,1.0,1.0,1.0
2023-10-31,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-01,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-02,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-03,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-06,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-07,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-08,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-09,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-10,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-13,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-15,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-16,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-17,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-20,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-21,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-22,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-23,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-24,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-28,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-29,1.0,0.0,1.0,1.0,1.0,1.0
2023-11-30,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-01,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-04,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-05,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-06,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-07,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-08,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-11,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-12,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-13,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-14,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-15,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-18,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-19,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-20,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-21,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-22,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-26,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-27,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-28,1.0,0.0,1.0,1.0,1.0,1.0
2023-12-29,1.0,0.0,1.0,1.0,1.0,1.0
2024-01-01,1.0,0.0,1.0,1.0,1.0,1.0
2024-01-02,1.0,0.0,1.0,1.0,1.0,1.0
2024-01-03,1.0,0.0,1.0,1.0,1.0,1.0
2024-01-04,1.0,0.0,1.0,1.0,1.0,1.0
2024-01-05,1.0,0.0,1.0,1.0,1.0,1.0
2024-01-08,1.0,0.0,1.0,1.0,1.0,1.0
2024-01-09,1.0,0.0,1.0,1.0,1.0,1.0
2024-01-10,1.0,0.0,1.0,1.0,1.0,1.0
2024-01-11,1.002581786268027,0.0025817862680270753,1.002581786268027,1.002581786268027,1.002581786268027,1.002581786268027
2024-01-12,1.010863624842538,0.0082605116988399,1.010863624842538,1.010863624842538,1.010863624842538,1.010863624842538
2024-01-15,1.0171331473887462,0.0062021447721840595,1.0171331473887462,1.0171331473887462,1.0171331473887462,1.0171331473887462
2024-01-16,1.01356931196067,-0.0035038042337185438,1.01356931196067,1.01356931196067,1.01356931196067,1.01356931196067
2024-01-17,1.0004556432586447,-0.012938107485375494,1.0004556432586447,1.0004556432586447,1.0004556432586447,1.0004556432586447
2024-01-18,0.9972834765581629,-0.0031707219823855493,0.9972834765581629,0.9972834765581629,0.9972834765581629,0.9972834765581629
2024-01-19,1.0076314047045827,0.01037611510634151,1.0076314047045827,1.0076314047045827,1.0076314047045827,1.0076314047045827
2024-01-23,0.9894838991691023,-0.018010063452518987,0.9894838991691023,0.9894838991691023,0.9894838991691023,0.9894838991691023
2024-01-24,1.0028063702980774,0.013464060547283552,1.0028063702980774,1.0028063702980774,1.0028063702980774,1.0028063702980774
2024-01-25,0.9985341853120473,-0.004260229205325317,0.9985341853120473,0.9985341853120473,0.9985341853120473,0.9985341853120473
2024-01-29,1.0151554373644494,0.0166456514928508,1.0151554373644494,1.0151554373644494,1.0151554373644494,1.0151554373644494
2024-01-30,1.0063996687994323,-0.008625052127730126,1.0063996687994323,1.0063996687994323,1.0063996687994323,1.0063996687994323
2024-01-31,1.018435813596885,0.011959607271941008,1.018182727472182,1.017929641347479,1.0174234690980732,1.0159049523498556
2024-02-01,1.017905187833762,-0.0005210203294491178,1.017652233572075,1.017399279310388,1.0168933707870145,1.0153756452168934
2024-02-02,1.0261470788594196,0.008096914255047105,1.0258920764487653,1.025637074038111,1.0251270692168029,1.0235970547528777
2024-02-05,1.021706691255703,-0.004327242843835011,1.0214527923024053,1.0211988933491079,1.0206910954425128,1.0191677017227276
2024-02-06,1.033474925322929,0.01151821179986845,1.0332181019077116,1.0329612784924942,1.0324476316620594,1.0309066911707552
2024-02-07,1.0372551965035124,0.0036578257371868705,1.0369974336729968,1.0367396708424814,1.0362241451814507,1.0346775681983578
2024-02-08,1.0277923381349727,-0.009122979957524424,1.0275369268695937,1.027281515604215,1.0267706930734573,1.025238225481184
2024-02-09,1.0321783545559324,0.004267414980849704,1.0319218533446934,1.0316653521334542,1.0311523497109762,1.029613342443542
2024-02-12,1.0277361957773081,-0.004303673642270245,1.027480798463571,1.027225401149834,1.02671460652236,1.025182222639938
2024-02-13,1.0333811573250669,0.005492617240642428,1.033124357211641,1.0328675570982155,1.0323539568713642,1.0308131561908103
2024-02-14,1.038898197049776,0.005338823613728394,1.0386400259258406,1.0383818548019055,1.037865512554035,1.0363164858104237
2024-02-15,1.0410803459393996,0.0021004453524131605,1.040821632541127,1.0405629191428543,1.0400454923463092,1.0384932119566734
2024-02-16,1.0510376511509436,0.009564396494834648,1.0507764633151513,1.0505152754793592,1.0499928998077748,1.0484257727930213
2024-02-19,1.0556952576652736,0.00443143640880006,1.0554329123921964,1.055170567119119,1.0546458765729645,1.0530718049345007
2024-02-20,1.0579098043132757,0.0020977139301541214,1.0576469087148646,1.0573840131164534,1.0568582219196312,1.0552808483291645
2024-02-21,1.0527490970934525,-0.004878210976760111,1.0524874839552354,1.052225870817018,1.0517026445405837,1.0501329657112803
2024-02-22,1.0611320876097707,0.007962951988714995,1.0608683912586943,1.0606046949076178,1.0600773022054648,1.0584951240990061
2024-02-23,1.0606401412973947,-0.00046360516105414806,1.0603765671973076,1.0601129930972204,1.059585844897046,1.0580044002965232
2024-02-26,1.0553338299339494,-0.0050029328108914806,1.0550715744773758,1.0548093190208019,1.0542848081076546,1.0527112753682122
2024-02-27,1.0597768476561644,0.004210059031740876,1.0595134880886372,1.0592501285211098,1.0587234093860554,1.0571432519808914
2024-02-28,1.0455029918380194,-0.013468737168313871,1.045243179391288,1.0449833669445563,1.0444637420510934,1.0429048673707042
2024-02-29,1.048083901172471,0.0024685814910143655,1.0475624411273214,1.047041110836986,1.0459988395207582,1.042875139687616
2024-03-01,1.0605120812384297,0.011858001112368566,1.0599844377194847,1.0594569254939865,1.0584022949233316,1.0552415542540932
2024-03-04,1.063861410359918,0.003158218732951301,1.063332100427327,1.0628029222028366,1.0617449608781568,1.058574237898527
2024-03-05,1.061249516653184,-0.0024551071044586203,1.0607215062331687,1.060193627197897,1.0591382632815816,1.0559753247664654
2024-03-06,1.0667347739404938,0.005168678243179237,1.0662040344045087,1.065673426932352,1.064612608179524,1.06143332145292
2024-03-07,1.0713016756579126,0.00428119700321461,1.0707686639214167,1.0702357848141402,1.0691704244872464,1.0659775266078362
2024-03-11,1.0671021152596998,-0.003920053980718152,1.066571192957983,1.0660404027655725,1.0649792187086693,1.0617988371613012
2024-03-12,1.0611527837704788,-0.0055752222811151775,1.0606248214786085,1.060096990559505,1.0590417228396003,1.0558790726262974
2024-03-13,1.0429702150924123,-0.017134732110356765,1.0424512992929773,1.0419325126152725,1.040895326625053,1.0377868675759139
2024-03-14,1.0523039896256776,0.008949224434408487,1.0517804299322908,1.0512570005161737,1.0502105325157474,1.0470742551689323
2024-03-15,1.0470321565722536,-0.005009800500043071,1.0465112198084807,1.0459904126693138,1.0449491872647994,1.041828622041805
2024-03-18,1.049331873406998,0.002196414714017214,1.0488097924500521,1.048287841402422,1.0472443290351083,1.0441169097567418
2024-03-19,1.0353964237859596,-0.013280307188032303,1.034881276224499,1.0343662568471184,1.0333366026445974,1.0302507164549533
2024-03-20,1.0367678199000754,0.0013245130875585431,1.0362519900189275,1.035736288491641,1.034705270498653,1.0316152970123642
2024-03-21,1.045613805664823,0.008532272698819066,1.045093574582463,1.0445734729491145,1.043533658029453,1.040417320046747
2024-03-22,1.0524387504003265,0.006527213679207389,1.0519151236585293,1.0513916272106854,1.0503450251968562,1.0472083462102404
2024-03-26,1.0492681736352585,-0.003012599796294202,1.048746124371277,1.048224205008725,1.0471807559879096,1.0440535265597701
2024-03-27,1.049393678157102,0.00011961148255235088,1.0488715664500343,1.0483495846599333,1.0473060108306338,1.0441784073499458
2024-03-28,1.0627883214221192,0.012764173773697873,1.0622595453904928,1.0617309009341167,1.060674006747114,1.0575064819921036
2024-04-01,1.0687372263868884,0.0055974504469609165,1.0682054905576277,1.0676738870401028,1.0666110769402608,1.0634258221223944
2024-04-02,1.069144141159463,0.00038074351910655224,1.0686122028752316,1.0680803969531125,1.067017182195213,1.0638307146122181
2024-04-03,1.0669205322986832,-0.0020798026899988553,1.066389700341126,1.0658590004703945,1.0647979969894084,1.0616181566302643
2024-04-04,1.0677095966762389,0.0007395718365788007,1.0671783721303159,1.0666472797689064,1.0655854915996272,1.0624032995201087
2024-04-05,1.0671530620027068,-0.0005212416140724097,1.0666221143531236,1.0660912988191535,1.0650300640980537,1.061849530709471
2024-04-08,1.0743966629577928,0.006787780697074641,1.0738621113520026,1.0733276927585975,1.0722592546089427,1.0690571324572182
2024-04-09,1.0732374329145558,-0.0010789590876481014,1.0727034580680785,1.0721696160904715,1.0711023307418677,1.0679036635489387
2024-04-10,1.0784524282080876,0.004859125421454724,1.0779158587108595,1.0773794227281277,1.0763069513061547,1.073092741388154
2024-04-12,1.0668164743366222,-0.010789492023119962,1.066285694151704,1.0657550460407292,1.0646941460406085,1.0615146158148787
2024-04-15,1.056758453481531,-0.009428070429213786,1.056232677529579,1.0557070324063673,1.0546561346461663,1.0515065812553361
2024-04-16,1.052224017974799,-0.004290891160409704,1.0517004980702316,1.0511771084330326,1.050130719960741,1.0469946809607151
