date,portfolio_value,daily_return
2023-08-09,1.0,0.0
2023-08-10,1.0,0.0
2023-08-11,1.0,0.0
2023-08-14,1.0,0.0
2023-08-16,1.0,0.0
2023-08-17,1.0,0.0
2023-08-18,1.0,0.0
2023-08-21,1.0,0.0
2023-08-22,1.0,0.0
2023-08-23,1.0,0.0
2023-08-24,1.0,0.0
2023-08-25,1.0,0.0
2023-08-28,1.0,0.0
2023-08-29,1.0,0.0
2023-08-30,1.0,0.0
2023-08-31,1.0,0.0
2023-09-01,1.0,0.0
2023-09-04,1.0,0.0
2023-09-05,1.0,0.0
2023-09-06,1.0,0.0
2023-09-07,1.0,0.0
2023-09-08,1.0,0.0
2023-09-11,1.0,0.0
2023-09-12,1.0,0.0
2023-09-13,1.0,0.0
2023-09-14,1.0,0.0
2023-09-15,1.0,0.0
2023-09-18,1.0,0.0
2023-09-20,1.0,0.0
2023-09-21,1.0,0.0
2023-09-22,1.0,0.0
2023-09-25,1.0,0.0
2023-09-26,1.0,0.0
2023-09-27,1.0,0.0
2023-09-28,1.0,0.0
2023-09-29,1.0,0.0
2023-10-03,1.0,0.0
2023-10-04,1.0,0.0
2023-10-05,1.0,0.0
2023-10-06,1.0,0.0
2023-10-09,1.0,0.0
2023-10-10,1.0,0.0
2023-10-11,1.0,0.0
2023-10-12,1.0,0.0
2023-10-13,1.0,0.0
2023-10-16,1.0,0.0
2023-10-17,1.0,0.0
2023-10-18,1.0,0.0
2023-10-19,1.0,0.0
2023-10-20,1.0,0.0
2023-10-23,1.0,0.0
2023-10-25,1.0,0.0
2023-10-26,1.0,0.0
2023-10-27,1.0,0.0
2023-10-30,1.0,0.0
2023-10-31,1.0,0.0
2023-11-01,1.0,0.0
2023-11-02,1.0,0.0
2023-11-03,1.0,0.0
2023-11-06,1.0,0.0
2023-11-07,1.0,0.0
2023-11-08,1.0,0.0
2023-11-09,1.0,0.0
2023-11-10,1.0,0.0
2023-11-13,1.0,0.0
2023-11-15,1.0,0.0
2023-11-16,1.0,0.0
2023-11-17,1.0,0.0
2023-11-20,1.0,0.0
2023-11-21,1.0,0.0
2023-11-22,1.0,0.0
2023-11-23,1.0,0.0
2023-11-24,1.0,0.0
2023-11-28,1.0,0.0
2023-11-29,1.0,0.0
2023-11-30,1.0,0.0
2023-12-01,1.0,0.0
2023-12-04,1.0,0.0
2023-12-05,1.0,0.0
2023-12-06,1.0,0.0
2023-12-07,1.0,0.0
2023-12-08,1.0,0.0
2023-12-11,1.0,0.0
2023-12-12,1.0,0.0
2023-12-13,1.0,0.0
2023-12-14,1.0,0.0
2023-12-15,1.0,0.0
2023-12-18,1.0,0.0
2023-12-19,1.0,0.0
2023-12-20,1.0,0.0
2023-12-21,1.0,0.0
2023-12-22,1.0,0.0
2023-12-26,1.0,0.0
2023-12-27,1.0,0.0
2023-12-28,1.0,0.0
2023-12-29,1.0,0.0
2024-01-01,1.0,0.0
2024-01-02,1.0,0.0
2024-01-03,1.0,0.0
2024-01-04,1.0,0.0
2024-01-05,1.0,0.0
2024-01-08,1.0,0.0
2024-01-09,1.0,0.0
2024-01-10,1.0,0.0
2024-01-11,1.0025817862680273,0.0025817862680272722
2024-01-12,1.0108636248425382,0.00826051169883997
2024-01-15,1.0171331473887464,0.0062021447721841115
2024-01-16,1.0135693119606703,-0.003503804233718412
2024-01-17,1.0004556432586453,-0.012938107485375407
2024-01-18,0.9972834765581635,-0.0031707219823855445
2024-01-19,1.0076314047045838,0.0103761151063417
2024-01-23,0.9894838991691035,-0.018010063452518862
2024-01-24,1.0028063702980785,0.0134640605472836
2024-01-25,0.9985341853120485,-0.004260229205325237
2024-01-29,1.0151554373644507,0.01664565149285092
2024-01-30,1.0063996687994337,-0.008625052127730012
2024-01-31,1.0160655071632658,0.009604373554060111
2024-02-01,1.012698530198881,-0.0033137400498764883
2024-02-02,1.0250153980615142,0.0121624229672916
2024-02-05,1.0216851595630059,-0.003248964361712494
2024-02-06,1.0306147549332019,0.008740065651942464
2024-02-07,1.0339828048423274,0.0032680008635659875
2024-02-08,1.0262113251806417,-0.007516062767475855
2024-02-09,1.0285039652845676,0.0022340818578691075
2024-02-12,1.0212009349100442,-0.007100634145345984
2024-02-13,1.0196193673380674,-0.001548732984773685
2024-02-14,1.0244310202581075,0.004719067795467511
2024-02-15,1.0285643440745946,0.004034750739435507
2024-02-16,1.038300052382115,0.00946533716009753
2024-02-19,1.0423634673906017,0.003913526729738665
2024-02-20,1.0434437003558925,0.0010363304155267838
2024-02-21,1.0338644575910219,-0.009180411709422744
2024-02-22,1.0442833182499005,0.010077588587536114
2024-02-23,1.043851089143323,-0.0004139002309277015
2024-02-26,1.0393108374116142,-0.004349520519670011
2024-02-27,1.0444748708002674,0.004968709266530979
2024-02-28,1.0331038713103655,-0.010886810020799702
2024-02-29,1.0355735399773738,0.0023905327775761444
2024-03-01,1.0452211884591478,0.009316236954050454
2024-03-04,1.0499337386503653,0.004508663088015531
2024-03-05,1.0482647907173506,-0.0015895745336844218
2024-03-06,1.056234744859038,0.007602997078851859
2024-03-07,1.0611815940790208,0.004683475187746228
2024-03-11,1.0553840061270796,-0.005463332557113221
2024-03-12,1.0505525601447199,-0.004577903354902551
2024-03-13,1.0343198075195659,-0.015451633017692895
2024-03-14,1.0446968790403932,0.010032749489457132
2024-03-15,1.0402016657881072,-0.004302887605460362
2024-03-18,1.0420499935264484,0.0017768936535404087
2024-03-19,1.0275238204919641,-0.013939996281105132
2024-03-20,1.0275184692165034,-5.207933241089895e-06
2024-03-21,1.0375526498831087,0.009765450419841623
2024-03-22,1.044587112382399,0.006779860761844602
2024-03-26,1.0410279936348354,-0.003407201472595684
2024-03-27,1.043001213447237,0.0018954531717364506
2024-03-28,1.0541691651618628,0.010707515552848088
2024-04-01,1.0591158537720813,0.004692499812835069
2024-04-02,1.0586985383232652,-0.00039402247386786547
2024-04-03,1.0571388410029936,-0.0014732213787144225
2024-04-04,1.0575645624629104,0.00040271101903029355
2024-04-05,1.0580488078770518,0.0004578873303145815
2024-04-08,1.0644656711357436,0.006064808363205181
2024-04-09,1.0620768262999827,-0.0022441727342997256
2024-04-10,1.0683218478872714,0.005880009273006034
2024-04-12,1.055150321306849,-0.012329174589540203
2024-04-15,1.0452705081302092,-0.00936341768289767
2024-04-16,1.0393420244564548,-0.005671721939576381
2024-04-18,1.0323434099153386,-0.006733697258875279
2024-04-19,1.03710674492192,0.004614099301483388
2024-04-22,1.0456049223026187,0.008194120250696438
2024-04-23,1.0465184094296383,0.0008736446314806579
2024-04-24,1.0484604474603165,0.001855713204067525
2024-04-25,1.0554849371676247,0.0066998137357718104
2024-04-26,1.0499588225093541,-0.005235616789662343
2024-04-29,1.0533610592831169,0.003240352574619692
2024-04-30,1.0542939773720377,0.0008856584175948425
2024-05-02,1.0591992580116116,0.004652668747858165
2024-05-03,1.0535377572357467,-0.005345076229087557
2024-05-06,1.0459055674888849,-0.007244343825784714
2024-05-07,1.0395860609925032,-0.006042138690928176
2024-05-08,1.044606695362378,0.0048294552594149885
2024-05-09,1.0281738010455836,-0.015731178432753356
2024-05-10,1.0385029822395728,0.01004614315545197
2024-05-13,1.0393998611599198,0.0008636267162304082
2024-05-14,1.0466051539727055,0.006932166418364671
2024-05-15,1.0514550415846824,0.004633922920757365
2024-05-16,1.063061919805927,0.01103887257390626
2024-05-17,1.0645399749490831,0.0013903754011111284
2024-05-21,1.0745712259386049,0.009423085300297536
2024-05-22,1.0793042306575993,0.004404551885204549
2024-05-23,1.0907719917296135,0.010625142333619006
2024-05-24,1.0888364617728432,-0.0017744587974807588
2024-05-27,1.0852644275687109,-0.0032805975273057465
2024-05-28,1.084785050751843,-0.0004417142999350174
2024-05-29,1.0827095722208009,-0.0019132624749978754
2024-05-30,1.0659451129119435,-0.015483800770755934
2024-05-31,1.0665620758722185,0.0005787943045113428
2024-06-03,1.1010936366664783,0.032376512886997395
2024-06-04,1.0362148955187729,-0.058922092533495715
2024-06-05,1.072617356489357,0.035130223593590984
2024-06-06,1.0843368699911264,0.010926089747537658
2024-06-07,1.1054351656000798,0.019457325664049428
2024-06-10,1.1085237455851187,0.002793994692001893
2024-06-11,1.1093096374098566,0.0007089535319994685
2024-06-12,1.1148208481029853,0.004968144607484903
2024-06-13,1.1186999721751678,0.0034795941238301834
2024-06-14,1.1234260283370214,0.0042245966562994165
2024-06-18,1.1271687914614452,0.0033315616961130026
2024-06-19,1.115733813387684,-0.010144867530385676
2024-06-20,1.1139481871523937,-0.0016004052345321978
2024-06-21,1.1100353666304856,-0.0035125695854047213
2024-06-24,1.1150201843697183,0.00449068371070376
2024-06-25,1.1173079822132863,0.0020517994881513535
2024-06-26,1.1225269251467118,0.004670997626891739
2024-06-27,1.1307220090740704,0.007300567802672123
2024-06-28,1.1303529885117607,-0.00032635834391500044
2024-07-01,1.1326847629106918,0.0020628727686215513
2024-07-02,1.1322241976311578,-0.00040661382108685677
2024-07-03,1.1392504762065845,0.006205730799719016
2024-07-04,1.1386672870891006,-0.0005119059677076192
2024-07-05,1.1452576996874706,0.0057878299245935376
2024-07-08,1.1456683203499174,0.00035853997101146216
2024-07-09,1.1523103778942119,0.005797539677335034
2024-07-10,1.1506037602672705,-0.0014810398827268029
2024-07-11,1.1490926246366346,-0.0013133414671657644
2024-07-12,1.1565530784709415,0.006492473865338635
2024-07-15,1.1631958672669953,0.005743609108573058
2024-07-16,1.1655935693639468,0.002061305550014456
2024-07-18,1.1688183872828943,0.0027666744255522794
2024-07-19,1.1533852957659392,-0.01320401157688144
2024-07-22,1.1576716252354287,0.0037163032034694724
2024-07-23,1.1649231091285461,0.006263852145156372
2024-07-24,1.163795089963122,-0.0009683207042462406
2024-07-25,1.1642724936645457,0.00041021285064780536
2024-07-26,1.1888921861860278,0.02114598829350653
2024-07-29,1.1880665852827397,-0.0006944287403693179
2024-07-30,1.1906419562697352,0.0021676992004473453
2024-07-31,1.1976911477726047,0.005920496473141737
2024-08-01,1.2034409651467992,0.004800751333002401
2024-08-02,1.186827091076924,-0.013805308736393705
2024-08-05,1.1571744321364479,-0.024984818061044998
2024-08-06,1.1517485105818266,-0.0046889400629113245
2024-08-07,1.171595933558853,0.017232427734593075
2024-08-08,1.1610463989306694,-0.009004413830746462
2024-08-09,1.177392023743698,0.014078356238030436
2024-08-12,1.17608984484377,-0.0011059858345118967
2024-08-13,1.169080505867697,-0.0059598669326186285
2024-08-14,1.1660922266281106,-0.002556093634773567
2024-08-16,1.186988665141635,0.017920056438373466
2024-08-19,1.1920584271359351,0.004271112389851772
2024-08-20,1.200074146836749,0.006724267467386306
2024-08-21,1.2072992529221254,0.006020549733881754
2024-08-22,1.2103483247098505,0.00252553108133332
2024-08-23,1.2108050812186884,0.0003773760821681817
2024-08-26,1.2203315538726092,0.007867882949691912
2024-08-27,1.2183017349540455,-0.0016633339620878331
2024-08-28,1.2209652391854118,0.0021862434854587735
2024-08-29,1.225757290508012,0.003924805693729047
2024-08-30,1.2311351127288188,0.004387346714110018
2024-09-02,1.2340364079103843,0.0023566017665881114
2024-09-03,1.234826119669112,0.0006399420257501113
2024-09-04,1.2308487105303914,-0.003221027702091762
2024-09-05,1.2302219105708108,-0.0005092420816775361
2024-09-06,1.2198636759322399,-0.008419809913615302
2024-09-09,1.2202071153321081,0.0002815391642887394
2024-09-10,1.2265416339187505,0.005191347032030776
2024-09-11,1.2210451261538169,-0.0044813054958212795
2024-09-12,1.2435521953203528,0.018432626841099004
2024-09-13,1.2424105428641807,-0.0009180575294451642
2024-09-16,1.2437147079652422,0.0010497054363808403
2024-09-17,1.24601539944166,0.0018498546826562284
2024-09-18,1.2411380199194135,-0.003914381414894332
2024-09-19,1.2428736664224977,0.0013984315001460202
2024-09-20,1.2590069429039805,0.012980624593906571
2024-09-23,1.2695064525540698,0.008339516878176662
2024-09-24,1.271532373594222,0.0015958335903502713
2024-09-25,1.273047049148712,0.0011912205980319202
2024-09-26,1.2866764921769178,0.010706158140282406
2024-09-27,1.2859041004817033,-0.0006002998421985416
2024-09-30,1.270827415598979,-0.011724579521191896
2024-10-01,1.2716265448881368,0.0006288259753832976
2024-10-03,1.2488773359729466,-0.017889850606406865
2024-10-04,1.236475184699846,-0.00993064003634793
2024-10-07,1.2316314186655228,-0.003917398500398602
2024-10-08,1.241760443987543,0.008224071884261426
2024-10-09,1.242405692093117,0.0005196236590545468
2024-10-10,1.2347983148157462,-0.006123102401884887
2024-10-11,1.2355741220881094,0.0006282866303385302
2024-10-14,1.2427083339457332,0.005774005565580315
2024-10-15,1.2386500557157243,-0.003265672337710426
2024-10-16,1.2305427067722192,-0.006545310280408684
2024-10-17,1.2193513310553206,-0.009094666650175961
2024-10-18,1.2207273448372036,0.0011284801573078966
2024-10-21,1.2079624215755136,-0.010456817663400711
2024-10-22,1.1918418543872507,-0.01334525553140739
2024-10-23,1.1885602773931125,-0.0027533661299596842
2024-10-24,1.1823326757079033,-0.005239617883636771
2024-10-25,1.17015639517862,-0.01029852323246764
2024-10-28,1.178308287992631,0.0069664985360925235
2024-10-29,1.1808461589782178,0.002153825965113356
2024-10-30,1.1767190701689219,-0.003495026661954844
2024-10-31,1.1742341893169503,-0.0021117027121986005
2024-11-01,1.1795265137624353,0.004507043393586954
2024-11-04,1.1617381030204876,-0.015080975742721128
2024-11-05,1.1707616954548663,0.007767320716190448
2024-11-06,1.1840568805076956,0.011356013016520571
2024-11-07,1.1622393085110847,-0.018426118166938142
2024-11-08,1.1644827349726432,0.0019302620769489393
2024-11-11,1.1669033219802634,0.002078680030990025
2024-11-12,1.1560560260327126,-0.009295796612475631
2024-11-13,1.1393955427689384,-0.014411484295401159
2024-11-14,1.1345446521456424,-0.004257424609111031
2024-11-18,1.1324165881192452,-0.0018756987857398459
2024-11-19,1.1364630172599954,0.003573269045335
2024-11-21,1.13438101149557,-0.001832004854364035
2024-11-22,1.1603539388775435,0.022896123188566677
2024-11-25,1.1730439906316377,0.010936362888007879
2024-11-26,1.1679503654120005,-0.004342228646424843
2024-11-27,1.1690679538525481,0.0009568800812468337
2024-11-28,1.1513522859119885,-0.015153668255279255
2024-11-29,1.1624946769911475,0.009677655757927516
2024-12-02,1.1719904732292041,0.008168464274291777
2024-12-03,1.1798039706296048,0.00666686084817056
2024-12-04,1.178856644583282,-0.0008029520750107159
2024-12-05,1.1896962152727966,0.009194986293983552
2024-12-06,1.1901355230090545,0.0003692604301991088
2024-12-09,1.1876081058278898,-0.002123638133894763
2024-12-10,1.1855687116172868,-0.001717228267974191
2024-12-11,1.189290915905239,0.003139593894034635
2024-12-12,1.1846275750304998,-0.0039211103123492005
2024-12-13,1.1923709217218772,0.006536524098029774
2024-12-16,1.1859318695190868,-0.005400209016747749
2024-12-17,1.1686031842179894,-0.014611872525294752
2024-12-18,1.162700291778604,-0.005051237681964249
2024-12-19,1.1554952513532613,-0.006196816562521881
2024-12-20,1.1386058765424583,-0.014616567909753759
2024-12-23,1.145015665097739,0.005629505948752824
2024-12-24,1.141745532251214,-0.002855972146237746
2024-12-26,1.1442428316982851,0.002187264479281308
2024-12-27,1.1447502854027947,0.0004434842766340919
2024-12-30,1.1376335694769404,-0.006216828260802994
2024-12-31,1.14097884572134,0.0029405569017602476
2025-01-01,1.1458927564437205,0.004306750068862067
2025-01-02,1.1677339682049512,0.019060432696175557
2025-01-03,1.1594819579582443,-0.0070666868237052585
2025-01-06,1.1373199522570605,-0.0191137132829642
2025-01-07,1.1395020982379633,0.0019186737879454006
2025-01-08,1.1342329482073545,-0.004624081025174579
2025-01-09,1.1269953081125361,-0.0063810878587660025
2025-01-10,1.1195842013150668,-0.006575987268200185
2025-01-13,1.0973498681812714,-0.01985945595487926
2025-01-14,1.104778589883123,0.006769692982388296
2025-01-15,1.1092104189771945,0.004011508853136181
2025-01-16,1.111659337816069,0.0022078036745568235
2025-01-17,1.1148945708715268,0.0029102738090732556
2025-01-20,1.115758513155772,0.0007749094011371318
2025-01-21,1.1011785351213386,-0.013067324033401932
2025-01-22,1.1044391005928784,0.0029609780499222833
2025-01-23,1.1110934941673694,0.0060251339987136415
2025-01-24,1.1023935584581144,-0.007830066285983067
2025-01-27,1.0862917937435994,-0.014606185414432288
2025-01-28,1.0808434832330882,-0.0050155129053632876
2025-01-29,1.0959821599907573,0.014006354289508537
2025-01-30,1.1006660666263735,0.004273707006011527
2025-01-31,1.116620028440932,0.014494824814086118
2025-02-01,1.1153845329035499,-0.001106460126017229
2025-02-03,1.106035598764992,-0.008381803640598273
2025-02-04,1.1205225553575104,0.013098092510489549
2025-02-05,1.1168120967942254,-0.003311364457185063
2025-02-06,1.1068520844132728,-0.008918252595528437
2025-02-07,1.1083437233087474,0.0013476406797981624
2025-02-10,1.09632301908491,-0.010845646500304071
2025-02-11,1.0786359072316556,-0.01613312093731067
2025-02-12,1.080820163548056,0.0020250172479483676
2025-02-13,1.0813368383881319,0.00047803960131510186
2025-02-14,1.0715405918147154,-0.009059384851827437
2025-02-17,1.0756106877335392,0.0037983590634964185
2025-02-18,1.0759662659202296,0.00033058260832241984
2025-02-19,1.0763492199279738,0.00035591637012590254
2025-02-20,1.0789423142720382,0.0024091570802994397
2025-02-21,1.075995913741158,-0.0027308230402179915
2025-02-24,1.0655700259411758,-0.009689523600263792
2025-02-25,1.06461964896579,-0.0008918953726634124
2025-02-27,1.0608365452362594,-0.003553479153992289
2025-02-28,1.0362040198409699,-0.023219906502941534
2025-03-03,1.0385521074847457,0.0022660476111030416
2025-03-04,1.0341774137352702,-0.0042123006808686405
2025-03-05,1.0512785327858862,0.016535962614818493
2025-03-06,1.0628117262659722,0.010970635393384241
2025-03-07,1.0608998563980696,-0.0017988791623702338
2025-03-10,1.056019692345802,-0.004600023294221644
2025-03-11,1.0581005986361318,0.0019705184528401145
2025-03-12,1.0574741406332586,-0.0005920590194170583
2025-03-13,1.0527287906643146,-0.004487438308517114
2025-03-17,1.0581472531867444,0.005147064059120771
2025-03-18,1.0581472531867444,0.0
2025-03-19,1.0737904340943405,0.014783557638584428
2025-03-20,1.0874067182832325,0.01268057877641307
2025-03-21,1.0932466322055086,0.005370496451866518
2025-03-24,1.106290686684485,0.011931483797632862
2025-03-25,1.1075139880564087,0.001105768480786761
2025-03-26,1.099480640016812,-0.007253495780847373
2025-03-27,1.1045213372105296,0.004584616600107028
2025-03-28,1.1020977085197612,-0.002194279647769696
2025-04-01,1.0867233147580047,-0.013950118617346609
2025-04-02,1.0990958048692632,0.011385133587580787
2025-04-03,1.0975357625381168,-0.0014193870308985095
2025-04-04,1.0751031921698966,-0.020439033636902745
2025-04-07,1.0394762962876964,-0.03313811747716404
2025-04-08,1.0588748733858488,0.018661875376505228
2025-04-09,1.0547903906278284,-0.003857379998979406
2025-04-11,1.0789598566744816,0.02291399908589157
2025-04-15,1.0989565431338386,0.018533299766119195
2025-04-16,1.1017350960270622,0.002528355566545174
2025-04-17,1.1158556856971835,0.012816683176419881
2025-04-21,1.1301446863521623,0.012805419946443164
2025-04-22,1.129750216473851,-0.00034904369597538155
2025-04-23,1.1414523002145116,0.010358115953440244
2025-04-24,1.142111981979233,0.0005779319596598605
2025-04-25,1.1280434980868446,-0.012317954906670647
2025-04-28,1.1362322028769467,0.007259210131515535
2025-04-29,1.133977100455321,-0.001984719686623829
2025-04-30,1.1356160976642606,0.0014453530042904364
2025-05-02,1.1302190130539211,-0.0047525608534787905
2025-05-05,1.143037761492561,0.011341826929634636
2025-05-06,1.142600013287701,-0.0003829691543073211
2025-05-07,1.1420089350764873,-0.000517309823507648
2025-05-08,1.132921644833123,-0.0079572847149008
2025-05-09,1.1213491366905437,-0.010214747149864865
2025-05-12,1.1577717188586814,0.03248103643761854
2025-05-13,1.1444754885298145,-0.011484328138516063
2025-05-14,1.149109157633236,0.004048727255289592
2025-05-15,1.1691618161629036,0.01745061241263536
2025-05-16,1.1696039595747054,0.0003781712725215683
2025-05-19,1.1722737316430099,0.002282629129671572
2025-05-20,1.1574222533397418,-0.012668950862229838
2025-05-21,1.1631338097081558,0.004934721405203018
2025-05-22,1.1531435741190499,-0.00858906817575242
2025-05-23,1.1638295618139713,0.009266831932081866
2025-05-26,1.1758842031854069,0.010357737736655293
2025-05-27,1.1690233861303563,-0.005834602621980179
2025-05-28,1.1635228098458645,-0.004705274804381347
2025-05-29,1.1677477968429988,0.003631202552611808
2025-05-30,1.1593685074828224,-0.007175598517787747
2025-06-02,1.1593172284449347,-4.423014559803263e-05
2025-06-03,1.1528010347982591,-0.0056207166483811175
2025-06-04,1.154703082607598,0.0016499358969361776
2025-06-05,1.1620461209657602,0.006359243747388202
2025-06-06,1.171731694786478,0.008334930641709898
2025-06-09,1.1754125071160706,0.0031413440004823216
2025-06-10,1.1747956871073368,-0.0005247689683404394
2025-06-11,1.1757234645847627,0.0007897351748969623
2025-06-12,1.160671181389644,-0.012802571053929648
2025-06-13,1.152152917054808,-0.007339084894515362
2025-06-16,1.1628120719315451,0.009251510558151297
2025-06-17,1.1574451703627913,-0.004615450508557916
2025-06-18,1.156457612776784,-0.0008532219160737234
2025-06-19,1.1567336999370152,0.0002387352179456832
2025-06-20,1.171284445639661,0.012579166409207119
2025-06-23,1.1679859573881326,-0.002816129133967042
2025-06-24,1.1696287029055705,0.001406477113056675
2025-06-25,1.179525753431355,0.008461702847406653
2025-06-26,1.190179329856653,0.009032084627491816
2025-06-27,1.1936374623436712,0.0029055558269817333
2025-06-30,1.1906477222419218,-0.002504730452979528
