date,portfolio_value,daily_return
2023-08-09,1.0,0.0
2023-08-10,1.0,0.0
2023-08-11,1.0,0.0
2023-08-14,1.0,0.0
2023-08-16,1.0,0.0
2023-08-17,1.0,0.0
2023-08-18,1.0,0.0
2023-08-21,1.0,0.0
2023-08-22,1.0,0.0
2023-08-23,1.0,0.0
2023-08-24,1.0,0.0
2023-08-25,1.0,0.0
2023-08-28,1.0,0.0
2023-08-29,1.0,0.0
2023-08-30,1.0,0.0
2023-08-31,1.0,0.0
2023-09-01,1.0,0.0
2023-09-04,1.0,0.0
2023-09-05,1.0,0.0
2023-09-06,1.0,0.0
2023-09-07,1.0,0.0
2023-09-08,1.0,0.0
2023-09-11,1.0,0.0
2023-09-12,1.0,0.0
2023-09-13,1.0,0.0
2023-09-14,1.0,0.0
2023-09-15,1.0,0.0
2023-09-18,1.0,0.0
2023-09-20,1.0,0.0
2023-09-21,1.0,0.0
2023-09-22,1.0,0.0
2023-09-25,1.0,0.0
2023-09-26,1.0,0.0
2023-09-27,1.0,0.0
2023-09-28,1.0,0.0
2023-09-29,1.0,0.0
2023-10-03,1.0,0.0
2023-10-04,1.0,0.0
2023-10-05,1.0,0.0
2023-10-06,1.0,0.0
2023-10-09,1.0,0.0
2023-10-10,1.0,0.0
2023-10-11,1.0,0.0
2023-10-12,1.0,0.0
2023-10-13,1.0,0.0
2023-10-16,1.0,0.0
2023-10-17,1.0,0.0
2023-10-18,1.0,0.0
2023-10-19,1.0,0.0
2023-10-20,1.0,0.0
2023-10-23,1.0,0.0
2023-10-25,1.0,0.0
2023-10-26,1.0,0.0
2023-10-27,1.0,0.0
2023-10-30,1.0,0.0
2023-10-31,1.0,0.0
2023-11-01,1.0,0.0
2023-11-02,1.0,0.0
2023-11-03,1.0,0.0
2023-11-06,1.0,0.0
2023-11-07,1.0,0.0
2023-11-08,1.0,0.0
2023-11-09,1.0,0.0
2023-11-10,1.0,0.0
2023-11-13,1.0,0.0
2023-11-15,1.0,0.0
2023-11-16,1.0,0.0
2023-11-17,1.0,0.0
2023-11-20,1.0,0.0
2023-11-21,1.0,0.0
2023-11-22,1.0,0.0
2023-11-23,1.0,0.0
2023-11-24,1.0,0.0
2023-11-28,1.0,0.0
2023-11-29,1.0,0.0
2023-11-30,1.0,0.0
2023-12-01,1.0,0.0
2023-12-04,1.0,0.0
2023-12-05,1.0,0.0
2023-12-06,1.0,0.0
2023-12-07,1.0,0.0
2023-12-08,1.0,0.0
2023-12-11,1.0,0.0
2023-12-12,1.0,0.0
2023-12-13,1.0,0.0
2023-12-14,1.0,0.0
2023-12-15,1.0,0.0
2023-12-18,1.0,0.0
2023-12-19,1.0,0.0
2023-12-20,1.0,0.0
2023-12-21,1.0,0.0
2023-12-22,1.0,0.0
2023-12-26,1.0,0.0
2023-12-27,1.0,0.0
2023-12-28,1.0,0.0
2023-12-29,1.0,0.0
2024-01-01,1.0,0.0
2024-01-02,1.0,0.0
2024-01-03,1.0,0.0
2024-01-04,1.0,0.0
2024-01-05,1.0,0.0
2024-01-08,1.0,0.0
2024-01-09,1.0,0.0
2024-01-10,1.0,0.0
2024-01-11,1.0025817862680273,0.0025817862680272722
2024-01-12,1.0108636248425382,0.00826051169883997
2024-01-15,1.0171331473887464,0.0062021447721841115
2024-01-16,1.0135693119606703,-0.003503804233718412
2024-01-17,1.0004556432586453,-0.012938107485375407
2024-01-18,0.9972834765581635,-0.0031707219823855445
2024-01-19,1.0076314047045838,0.0103761151063417
2024-01-23,0.9894838991691035,-0.018010063452518862
2024-01-24,1.0028063702980785,0.0134640605472836
2024-01-25,0.9985341853120485,-0.004260229205325237
2024-01-29,1.0151554373644507,0.01664565149285092
2024-01-30,1.0063996687994337,-0.008625052127730012
2024-01-31,1.0178062270179633,0.011334024217373666
2024-02-01,1.0169373069776146,-0.0008537185343171895
2024-02-02,1.024937666939908,0.007867112266803089
2024-02-05,1.019661263358002,-0.005148023877061122
2024-02-06,1.0312294352794331,0.011345112673334448
2024-02-07,1.0334481844841807,0.002151557285742409
2024-02-08,1.0223324893575922,-0.010755928834629148
2024-02-09,1.0265873572431754,0.004161921811031113
2024-02-12,1.0210974679503075,-0.005347707873210651
2024-02-13,1.0269354610069048,0.005717371005057973
2024-02-14,1.032517259887178,0.0054353940361550985
2024-02-15,1.0335020304504494,0.0009537569990637114
2024-02-16,1.0436779870028248,0.00984609246286645
2024-02-19,1.0482952296576884,0.004424010769953268
2024-02-20,1.0499236232239841,0.0015533730577285947
2024-02-21,1.044127027771538,-0.005520968691652794
2024-02-22,1.0522402938681283,0.007770382224379824
2024-02-23,1.0515730266921972,-0.0006341395400076999
2024-02-26,1.0454193232524764,-0.005851903085682652
2024-02-27,1.049800169739376,0.0041905160823600416
2024-02-28,1.0361449257783866,-0.013007469759106207
2024-02-29,1.0386239288373922,0.002392525405790417
2024-03-01,1.0504557073164011,0.011391783060740025
2024-03-04,1.0533860054390383,0.002789549432905866
2024-03-05,1.05079096487556,-0.002463522915701564
2024-03-06,1.056747217655851,0.005668351726831162
2024-03-07,1.0612796325108484,0.00428902464020833
2024-03-11,1.0574206357186768,-0.003636173421176261
2024-03-12,1.051665154851805,-0.005442943585983849
2024-03-13,1.0355211210921127,-0.0153509258010618
2024-03-14,1.0433101125545594,0.0075218083955950945
2024-03-15,1.03775014943155,-0.005329156744580706
2024-03-18,1.0402872389745668,0.0024447980512521637
2024-03-19,1.0269118491469813,-0.012857400654813368
2024-03-20,1.0285171267096622,0.0015632087252808362
2024-03-21,1.0380574777096132,0.009275830953317878
2024-03-22,1.0458752163534422,0.0075311230945306175
2024-03-26,1.0420688392109847,-0.003639418051924811
2024-03-27,1.0431931844243196,0.001078954835830606
2024-03-28,1.0566909140617888,0.012938859109703587
2024-04-01,1.0619197559384672,0.004948317248777501
2024-04-02,1.0627804528276317,0.0008105102898324204
2024-04-03,1.059245149131686,-0.0033264666155080904
2024-04-04,1.0610990027833804,0.0017501648728002375
2024-04-05,1.061595075207667,0.000467508142958779
2024-04-08,1.0681637948463398,0.006187594302269919
2024-04-09,1.066888790792573,-0.0011936409564885478
2024-04-10,1.0710728560466842,0.003921744506288274
2024-04-12,1.0594789115163088,-0.010824608676172057
2024-04-15,1.0487629955262059,-0.010114326838999153
2024-04-16,1.0440747614169368,-0.004470251266747748
2024-04-18,1.0337256877606473,-0.00991219598321142
2024-04-19,1.038472043052322,0.004591503672465204
2024-04-22,1.0487361574686522,0.009883862050018677
2024-04-23,1.0502250642854154,0.0014197153460952681
2024-04-24,1.0529086823532317,0.002555279015019525
2024-04-25,1.0622041277375471,0.008828349067784545
2024-04-26,1.0550237045972235,-0.006759927732174847
2024-04-29,1.0613464411517344,0.005992980562389157
2024-04-30,1.0625402739268264,0.0011248285468376776
2024-05-02,1.066321883006557,0.0035590265823573523
2024-05-03,1.0597276022929096,-0.0061841370966283565
2024-05-06,1.0549451329242026,-0.004512923281755885
2024-05-07,1.051172614163821,-0.0035760331439462457
2024-05-08,1.051615260747208,0.0004210979028779861
2024-05-09,1.0348907803894716,-0.015903611312994018
2024-05-10,1.0441824093750343,0.008978366762592824
2024-05-13,1.0449015079577717,0.0006886714201284684
2024-05-14,1.0515593980406055,0.006371787227914413
2024-05-15,1.051808563255747,0.00023694830325881819
2024-05-16,1.0621642575368389,0.009845607502031705
2024-05-17,1.0642870572906262,0.0019985607110430737
2024-05-21,1.0722246176238501,0.0074581009689537086
2024-05-22,1.0770633389685667,0.004512787027255222
2024-05-23,1.092312160560703,0.014157776093965905
2024-05-24,1.0892346975045968,-0.0028173842306456146
2024-05-27,1.0855876000122346,-0.003348311893403251
2024-05-28,1.085348226730522,-0.00022050112004789316
2024-05-29,1.079788988534095,-0.0051220779280890145
2024-05-30,1.063286517329194,-0.015283051948237052
2024-05-31,1.0626421110269297,-0.0006060514186553167
2024-06-03,1.088706909574741,0.02452829440631003
2024-06-04,1.0335945227502112,-0.05062187659492057
2024-06-05,1.0700147481073872,0.03523647286778211
2024-06-06,1.0813980901896714,0.010638490826802805
2024-06-07,1.1013137661055556,0.018416599859531094
2024-06-10,1.1027325830076689,0.0012882948944971785
2024-06-11,1.104115156941219,0.001253770818832124
2024-06-12,1.1097798351435229,0.0051305139384163504
2024-06-13,1.1125936351905552,0.0025354578970778726
2024-06-14,1.1182855757832175,0.005115920505591698
2024-06-18,1.121329390312188,0.002721857989484079
2024-06-19,1.1141361911821461,-0.006414885039300738
2024-06-20,1.1140991346800158,-3.3260298358297205e-05
2024-06-21,1.1100091437893145,-0.0036711193496044275
2024-06-24,1.1124556623121666,0.002204052585098918
2024-06-25,1.1135013605314217,0.0009399909180035495
2024-06-26,1.1164391433741798,0.002638328920726387
2024-06-27,1.1233084804141926,0.0061528987771351604
2024-06-28,1.1237755249009571,0.0004157758041605196
2024-07-01,1.126603672644115,0.0025166482811656717
2024-07-02,1.1242943136255787,-0.00204984154997147
2024-07-03,1.132978839777611,0.007724424153695867
2024-07-04,1.135259599066958,0.002013064330305324
2024-07-05,1.1417445552922465,0.005712311290402911
2024-07-08,1.143031580701851,0.0011272446219592472
2024-07-09,1.1502835131095095,0.006344472480109149
2024-07-10,1.1483558803207312,-0.0016757892874317418
2024-07-11,1.1484343215963584,6.830746197355438e-05
2024-07-12,1.1560822892871663,0.0066594732907118625
2024-07-15,1.1626603158521776,0.005689929363996528
2024-07-16,1.1651383666607638,0.002131362681601398
2024-07-18,1.1709460152583275,0.0049845140832570686
2024-07-19,1.1553189266510202,-0.013345695193180882
2024-07-22,1.15565468034621,0.00029061559318789966
2024-07-23,1.158967313394349,0.0028664557886329445
2024-07-24,1.1553170883859842,-0.0031495495741584753
2024-07-25,1.1574380205380876,0.0018358009012628138
2024-07-26,1.1802024271352862,0.019667927088325397
2024-07-29,1.1798229256232609,-0.00032155628839585057
2024-07-30,1.1809465917747155,0.0009524023707718567
2024-07-31,1.1890859811521677,0.006892258662790359
2024-08-01,1.1932927313195962,0.0035378014997304343
2024-08-02,1.1771173768968166,-0.013555227479591007
2024-08-05,1.1493688371897879,-0.02357329884992524
2024-08-06,1.145415658894203,-0.003439434033421627
2024-08-07,1.1612574015680919,0.013830562338551148
2024-08-08,1.1506557462914613,-0.009129461962795528
2024-08-09,1.16413230291352,0.011712066502508207
2024-08-12,1.1638163540816397,-0.00027140285609252664
2024-08-13,1.1567429844422115,-0.006077736933856575
2024-08-14,1.1528751612121353,-0.00334371877080477
2024-08-16,1.1721914991420694,0.016754925927647667
2024-08-19,1.1747813976622892,0.0022094500106129276
2024-08-20,1.1840720197374204,0.007908383715999308
2024-08-21,1.1907000822993936,0.0055976853193805
2024-08-22,1.1955358678947923,0.004061296095705293
2024-08-23,1.1969195638564576,0.0011573855697879216
2024-08-26,1.2041928912189208,0.006076705220715667
2024-08-27,1.2045057076341938,0.00025977268056827027
2024-08-28,1.2066056641076095,0.0017434176194484465
2024-08-29,1.2092551477134914,0.002195815654355769
2024-08-30,1.2148943419037443,0.004663361740419918
2024-09-02,1.2186319246853017,0.0030764673541078284
2024-09-03,1.2194864638354947,0.0007012282649774866
2024-09-04,1.2181008845203496,-0.0011361990118260463
2024-09-05,1.2150962933304161,-0.0024666193318762294
2024-09-06,1.2046643256395766,-0.008585301221063732
2024-09-09,1.2072473423470407,0.002144179629535151
2024-09-10,1.21117240156913,0.0032512469354113215
2024-09-11,1.207290937576882,-0.0032047163452696543
2024-09-12,1.2293690744426589,0.0182873375245316
2024-09-13,1.228198596929375,-0.0009520961097989077
2024-09-16,1.2288467252258162,0.0005277064296129149
2024-09-17,1.2300939624863876,0.001014965686906369
2024-09-18,1.225988969775871,-0.0033371375160798017
2024-09-19,1.2279823810843393,0.0016259618623100463
2024-09-20,1.2437998741092746,0.012880879456078296
2024-09-23,1.2521022069287644,0.006674974802868124
2024-09-24,1.2508050925865761,-0.0010359492499977536
2024-09-25,1.2521005022473564,0.0010356606864315144
2024-09-26,1.2679238974449747,0.012637480113790817
2024-09-27,1.268645302183336,0.0005689653297133709
2024-09-30,1.2551546300732195,-0.010633919573027223
2024-10-01,1.2544003004690842,-0.0006009853973858778
2024-10-03,1.2301368485085775,-0.01934267071797851
2024-10-04,1.220000326037579,-0.008240158388303092
2024-10-07,1.2091698472363377,-0.00887743926791995
2024-10-08,1.215841761108903,0.005517764016208638
2024-10-09,1.2185509698518915,0.002228257680931732
2024-10-10,1.2171374709936236,-0.0011599833681472306
2024-10-11,1.2188750731977371,0.0014276137622277565
2024-10-14,1.2245853864438647,0.0046849044431983514
2024-10-15,1.2181256312543265,-0.005275054937816072
2024-10-16,1.213607382105089,-0.003709181576439676
2024-10-17,1.1991041004078433,-0.011950554941490941
2024-10-18,1.2045126445809473,0.004510487597585961
2024-10-21,1.1937079003040683,-0.008970220715813229
2024-10-22,1.1773561437376405,-0.013698289642099749
2024-10-23,1.1761745839762592,-0.0010035703874873706
2024-10-24,1.1715946877362604,-0.0038938915212022845
2024-10-25,1.1548487851352571,-0.014293255830102308
2024-10-28,1.1644644991627686,0.00832638363678539
2024-10-29,1.1694424131760965,0.004274852532564816
2024-10-30,1.1674405819199354,-0.0017117826697634823
2024-10-31,1.1607367633287542,-0.005742321018305047
2024-11-01,1.1654047912555396,0.004021607718703241
2024-11-04,1.1500142113847507,-0.013206209538754293
2024-11-05,1.1594478617073571,0.008203072822245574
2024-11-06,1.1723163958117833,0.01109884672647227
2024-11-07,1.156392640275351,-0.013583155190289391
2024-11-08,1.1545698080090363,-0.0015763091209925965
2024-11-11,1.150856229285513,-0.0032164176628931033
2024-11-12,1.1397825500017562,-0.009622122209506161
2024-11-13,1.1249804213509156,-0.012986800553156224
2024-11-14,1.1225851613524334,-0.0021291570528897768
2024-11-18,1.1186998187257673,-0.00346106715145361
2024-11-19,1.1220928948068984,0.0030330532143967685
2024-11-21,1.1143340291339319,-0.006914637557081974
2024-11-22,1.1399422717841265,0.02298075979075835
2024-11-25,1.1512189176044152,0.009892295513034778
2024-11-26,1.1478601625866045,-0.002917564128289252
2024-11-27,1.1503246000567855,0.002146984058256529
2024-11-28,1.1330694394174687,-0.015000253527104337
2024-11-29,1.1447599475583106,0.010317556659945005
2024-12-02,1.154406042774861,0.008426303905133013
2024-12-03,1.1615936547015695,0.006226242466153084
2024-12-04,1.1608380562505116,-0.0006504843135115666
2024-12-05,1.1704476686580265,0.008278167963026438
2024-12-06,1.1700390209449758,-0.00034913796147699905
2024-12-09,1.1652213389699686,-0.004117539576685508
2024-12-10,1.1633743165230432,-0.001585125834168176
2024-12-11,1.166038627155609,0.002290157685901518
2024-12-12,1.161542347164016,-0.0038560300549914084
2024-12-13,1.1703684735341517,0.007598626422605617
2024-12-16,1.165124637696674,-0.004480499907557347
2024-12-17,1.1494021876051597,-0.013494221633314625
2024-12-18,1.1454923548984919,-0.0034016228164782778
2024-12-19,1.1368235192930105,-0.007567781284973836
2024-12-20,1.1202430230688505,-0.014584934198468662
2024-12-23,1.1265513851886724,0.005631244283530873
2024-12-24,1.124501424056473,-0.0018196783201824282
2024-12-26,1.1264519197028202,0.0017345426200627723
2024-12-27,1.1290715326407548,0.0023255434982307976
2024-12-30,1.1245140780642287,-0.00403646221233377
2024-12-31,1.1261334514514632,0.001440065019036613
2025-01-01,1.130243425131655,0.003649632887553957
2025-01-02,1.156300748865168,0.023054612089849175
2025-01-03,1.1516429780171231,-0.004028165555212323
2025-01-06,1.1312797809596913,-0.01768186620865154
2025-01-07,1.136203018688083,0.004351918783711587
2025-01-08,1.1344227757065015,-0.0015668352858602159
2025-01-09,1.1300685122529968,-0.00383830750470698
2025-01-10,1.1210368470169203,-0.007992139536805823
2025-01-13,1.1016788091014862,-0.017267976487075985
2025-01-14,1.108740233966479,0.006409694737390815
2025-01-15,1.109366421684187,0.0005647740548459662
2025-01-16,1.1133016592873328,0.003547283860612505
2025-01-17,1.1148934473095924,0.0014297903977602867
2025-01-20,1.121086265205522,0.005554627584253629
2025-01-21,1.1081166492120693,-0.01156879394207458
2025-01-22,1.1129910851214324,0.004398847280951053
2025-01-23,1.1201383795839142,0.006421699650632756
2025-01-24,1.1139289094023275,-0.0055434848896913
2025-01-27,1.0997025367095086,-0.01277134705162834
2025-01-28,1.100828196216143,0.0010236036283071805
2025-01-29,1.1137790271635988,0.011764625026840152
2025-01-30,1.1198725995260603,0.005471078386149554
2025-01-31,1.1372273532276074,0.015497078604201638
2025-02-01,1.1394255177577084,0.001932915633678847
2025-02-03,1.1340437798698095,-0.004723202880772524
2025-02-04,1.1475562305102243,0.011915281297134723
2025-02-05,1.1441610889978622,-0.0029585840084302715
2025-02-06,1.1380377083506805,-0.0053518518555328905
2025-02-07,1.1381845614723618,0.00012904064654765566
2025-02-10,1.1288143643531614,-0.008232581460320593
2025-02-11,1.109899365582359,-0.016756518492428166
2025-02-12,1.1115226252977612,0.0014625287352520258
2025-02-13,1.11181099888485,0.0002594401414108041
2025-02-14,1.1026482546432352,-0.008241278644306464
2025-02-17,1.1080386504985162,0.004888590566014403
2025-02-18,1.1059540016015141,-0.001881386444474775
2025-02-19,1.1053039024363005,-0.000587817544194713
2025-02-20,1.105465179066003,0.00014591157178324085
2025-02-21,1.1014772682938223,-0.003607450372656768
2025-02-24,1.0922079728250376,-0.008415330697784393
2025-02-25,1.09077321738494,-0.0013136284258998408
2025-02-27,1.0857477906958046,-0.004607214963696694
2025-02-28,1.059708733835586,-0.023982601745412266
2025-03-03,1.060727630956437,0.0009614878959836946
2025-03-04,1.056558547604745,-0.003930399501267825
2025-03-05,1.072125214271411,0.014733368729973485
2025-03-06,1.0828791054456652,0.010030443301869581
2025-03-07,1.082628307879456,-0.00023160255373653907
2025-03-10,1.0778017684194992,-0.004458168537464762
2025-03-11,1.0764485351709892,-0.001255549293164124
2025-03-12,1.0732256749857099,-0.002993975169251549
2025-03-13,1.0695022793213733,-0.003469350157305947
2025-03-17,1.07575323634527,0.005844734644102735
2025-03-18,1.07575323634527,0.0
2025-03-19,1.0954526099187665,0.01831216761236306
2025-03-20,1.1077351790152339,0.011212323550334292
2025-03-21,1.1164354720071326,0.007854127192776573
2025-03-24,1.130609409010048,0.012695706432037145
2025-03-25,1.1280670976277796,-0.0022486204006514645
2025-03-26,1.1200261030980012,-0.007128117242926218
2025-03-27,1.1266775139622047,0.005938621292669593
2025-03-28,1.1236193448818186,-0.0027143251218632765
2025-04-01,1.1126568745411411,-0.009756391602380647
2025-04-02,1.1217949689802293,0.00821285937127452
2025-04-03,1.1225512204105452,0.0006741440737635998
2025-04-04,1.1025681989818792,-0.01780143397052087
2025-04-07,1.0709808609689002,-0.028648874547757667
2025-04-08,1.090266326423297,0.01800729234035927
2025-04-09,1.086728579075596,-0.003244846935066571
2025-04-11,1.1072393003255805,0.01887382152720366
2025-04-15,1.1284194897107285,0.019128827326595006
2025-04-16,1.1344111589186894,0.005309788835264552
2025-04-17,1.149766152834485,0.013535651333359355
2025-04-21,1.1629939185689349,0.011504744422889809
2025-04-22,1.1619023828389075,-0.0009385566962984476
2025-04-23,1.172161044866349,0.008829194413369223
2025-04-24,1.1725781128486608,0.0003558111610501916
2025-04-25,1.161728605802227,-0.00925269449220396
2025-04-28,1.174017873648673,0.010578432677879897
2025-04-29,1.1721345383061736,-0.0016041794463028734
2025-04-30,1.1725865449532331,0.0003856269329907499
2025-05-02,1.1673656115479587,-0.004452493018741453
2025-05-05,1.176114841517186,0.0074948498419665594
2025-05-06,1.173062220749011,-0.0025955124962434087
2025-05-07,1.1727819553424812,-0.000238917767167357
2025-05-08,1.1636206827440698,-0.007811573631976576
2025-05-09,1.1546188682007523,-0.007736038622216109
2025-05-12,1.1914866230590628,0.03193067069461778
2025-05-13,1.1783995663303546,-0.010983805000771256
2025-05-14,1.184216380654707,0.004936198629524589
2025-05-15,1.2030712325951896,0.015921796259952485
2025-05-16,1.202742023102786,-0.00027364089796514366
2025-05-19,1.2018698110110255,-0.0007251863450405159
2025-05-20,1.1878840069526964,-0.011636704683150506
2025-05-21,1.1943385162171678,0.005433619130060756
2025-05-22,1.1856059314170697,-0.007311649655038183
2025-05-23,1.1978658186808135,0.01034060891470958
2025-05-26,1.2070153761706777,0.00763821568925014
2025-05-27,1.2015236184883353,-0.004549865553299928
2025-05-28,1.1951161659773304,-0.0053327728331019385
2025-05-29,1.1996686999344384,0.0038092815466059166
2025-05-30,1.1908928350466166,-0.0073152403561928215
2025-06-02,1.189457222543578,-0.001205492602516444
2025-06-03,1.1813556113040826,-0.006811183358213214
2025-06-04,1.1838895329206491,0.0021449270586436104
2025-06-05,1.187421946846231,0.0029837360896902776
2025-06-06,1.2001732036390171,0.010738606294631144
2025-06-09,1.206048633493731,0.00489548494908826
2025-06-10,1.2090182793265272,0.0024622936010411313
2025-06-11,1.209861036938599,0.0006970594460666006
2025-06-12,1.1971830861601094,-0.010478848720155086
2025-06-13,1.1902539266355858,-0.005787886251173584
2025-06-16,1.2019641988989938,0.009838465558780912
2025-06-17,1.1956127021022473,-0.005284264541792872
2025-06-18,1.195208091092688,-0.0003384131072276217
2025-06-19,1.193433455940143,-0.001484791782929469
2025-06-20,1.2058440858842072,0.01039909672574723
2025-06-23,1.2014116986726173,-0.003675754820607502
2025-06-24,1.2051067765519465,0.003075613366684873
2025-06-25,1.215249531585571,0.00841647829966142
2025-06-26,1.2269178445598452,0.009601577841425044
2025-06-27,1.2321122698898987,0.004233718951179606
2025-06-30,1.2271826632816265,-0.0040009394669145455
